mangaId,title,img,latestChapter,rating,src,description,authors
manga-sr995426,It's Not Easy Being The Ice Emperor's Daughter,/mangaimage/manga-sr995426.jpg,Chapter 29,4.62,/manga/manga-sr995426,"Princess Dia of the Freige Empire was killed by her father, the emperor, on her 17th birthday. Afterward, the emperor embraces her daughter's corpse and freezes the world to destruction.Anna, an office worker of a black company, was reading a novel with a tragic ending before she went to bed.When she wakes up the next morning, she has become Dia in her novel! ?Of course, her father is the Ice Emperor, who is feared for his cruelty and ruthlessness.Just like in the original, the Ice Emperor mercilessly directs his bloodlust toward his young daughter.""At this rate, she will really die on her 17th birthday... no, she will be killed before that."" trying to change...""Why did the Ice Emperor destroy the world while crying after killing his daughter?""",Maripara
manga-nr964574,Kaguya Hime,/mangaimage/manga-nr964574.jpg,Chapter 211,2.15,/manga/manga-nr964574,"From ShoujoMagic:On Kabuchi-jima, an island ruled by Princess Kaguya, ten children were raised as sacrificial victims. Several of the children thought they had escaped their fate when they escaped the island. But nearly a decade later, the kids are still dying in the order and at the time they would have as sacrifices... Their only hope now is to reunite and return to the island to seek out and destroy the source--the legend, the blood-lusting Moon Princess--before time runs out.In 2002 Kaguya Hime received the 47th annual Shogakukan Manga Award for shoujo.",Shimizu Reiko
manga-cy980207,King's Game: Extreme,/mangaimage/manga-cy980207.jpg,Vol.5 Chapter 28,3.14,/manga/manga-cy980207,"The winner of the first edition of the King's Game is transferred to a new school. After being initially afraid to make new friends, traumatized by his experience in the past, he starts to forget the King's Game and sympathize with his new friends. That's when the new King's Game starts...",Nobuaki Kanazawa
manga-rh995064,Master X Secretary,/mangaimage/manga-rh995064.jpg,Chapter,3.66,/manga/manga-rh995064,"""My master looks beautiful and dignified. I swear to G**, he's such a perfect master.""Secretary Han and his beloved young master are entangled in a steamy and sensual relationshi+",Ingzig
manga-ud997986,Non Non Biyori - Jian Biyori (Doujinshi),/mangaimage/manga-ud997986.jpg,Chapter 2: Jian Biyori 2,1.78,/manga/manga-ud997986,"Comiket 89: Jian BiyoriComiket 93: Jian Biyori 2| Namespace | Tags || :--- | :--- || character | Ichijou Hotaru || female | defloration, lolicon, randoseru, rape, sole female || male | sole male, bbm |",Nankotsu Age Rice (Circle)
manga-xp1001024,No Surrender,/mangaimage/manga-xp1001024.jpg,,5.0,/manga/manga-xp1001024,"Year 2155, the world has been revolutionized by the war against A.I. The Gogering, a new martial art that use futuristic technologies to fuse machine and man, has emerged as the most acclaimed sport worldwide. Determined to become the undisputed champion, Jani, who follows the path of revenge, must face not only the strongest warriors but also his inner demons, questioning everything he believes in, to uncover the truth in an environment that conceals something much darker within its depths -Updates every two weeks on Sunday-",Denno
manga-kk988067,What Do I Do?! I Have Transmigrated Into The Weakest Little Monster,/mangaimage/manga-kk988067.jpg,Chapter 109,3.88,/manga/manga-kk988067,"“Azure” is an online game that has been operating for ten years, and the ten-year-old player who has been in the service has also received a big gift from the game! Just after he clicked on it, he was… He even became the weakest monster in the game?Weakest Little Monster",山灰
manga-jo957549,Hatsukoi Limited,/mangaimage/manga-jo957549.jpg,Vol.4 Chapter 32.5 : Emergency Omake,4.17,/manga/manga-jo957549,"From Mangahelpers: Being an adolescent girl is just one problem after another. Middle-schooler Arihara Ayumi receives a note from a high-schooler, a very large and intimidating boy, Zaitsu Misao, asking her out. Frightened and intrigued, she doesn't know what to do! From Baka-Updates: A series of related stories about (a lot of) middle and high school students as they discover their hatsukoi (first love).",Kawashita Mizuki
manga-nr990726,Rebirth Of The Immortal Venerable,/mangaimage/manga-nr990726.jpg,Chapter 209,3.83,/manga/manga-nr990726,"Rebirth of the Immortal Venerable summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Rebirth of the Immortal Venerable. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Daxiedao Anime
manga-hy985133,Target 1 Billion Points! Open The Ultimate Game Of Second Life!,/mangaimage/manga-hy985133.jpg,Chapter 74,3.89,/manga/manga-hy985133,"Xie Yu kept himself closed because of the death of his friend, immersed in the game world, until one day a mobile game called the ultimate game appeared on his mobile phone, when he learned that the game can achieve all the wishes, even the dead Can be resurrected, with 100 million points as the goal, and the second life of the dead house begins!",炽翊漫画
manga-ml989594,Lan Ke Qi Yuan,/mangaimage/manga-ml989594.jpg,Chapter 203,4.66,/manga/manga-ml989594,"Lan Ke Qi Yuan is a Manga/Manhwa/Manhua in (English/Raw) language, Action series is written by Updating This Comic is About ""Leaves fell on the chess game by the side of Rotten Ke, and the old trees played against each other due to the uninteresting son of Tian Yuan, and then looked back on the vast mountains and seas When he woke up, Ji Yuan became a half-blind beggar in a dilapidated mountain temple. The sword, the sacred stick and one mouth are the foundation for Ji Yuan to settle down in this terrible world.""",阅文漫画
manga-be956713,Sankarea,/mangaimage/manga-be956713.jpg,Vol.11 Chapter 56.5: Extra: Sankarea If,4.74,/manga/manga-be956713,"Chihiro Furuya is a male high-school student having a keen fascination with zombies, collection zombie-associated videogames, movie and manga, and even to the idea of wanting to ""kiss a zombie girl"". After the departure of his pet cat, Babu, he tries to resurrect an old manuscript, which describes the procedure for making a potion for resurrection being used by it. Only at that time, he sees a girl named Rea Sanka, who has runaway at home. In a effort to commit suicide, she drinks an example of the ""resurrection"" potion that is made in the toxic Hydrangea macrophylla bloom, even though this fails to eliminate her. Following a disagreement with her dad, she dies and falls from a cliff by accident. Nevertheless, as an effect of the potion, she becomes. The storyline follows the existence of Chihiro and his new 'zombie girl-friend'.",Hattori Mitsuru
manga-sy996107,Introduction To Survival,/mangaimage/manga-sy996107.jpg,Chapter 64: Completed,4.69,/manga/manga-sy996107,"Remember. ""One, two, three, four, five, six, seveneight"" I will remember it until the end. until the end On the day, my wife Julia was trampled on by them, all of my life and goals became stained with burning hatred. Yes, I have to kill those people. ""Bury me next to her on the day I have fulfilled my revenge."" Until then, I must survive. In this survival hunt",Haru (하루)
manga-uu997929,Remote Angel,/mangaimage/manga-uu997929.jpg,,4.0,/manga/manga-uu997929,"After a freak accident of an attempted assault, she wakes up in a different apocalyptic universe. Gifted with mysterious powers of an earth angel, she dies in unfortunate occurrences. She wakes up to relive that day again in a confused manner. Depending on her choices, they could change history. (Hint: the butterfly effect!)",Yennie Fer
manga-up997972,Sorcerous Stabber Orphen - The Reckless Journey,/mangaimage/manga-up997972.jpg,,4.67,/manga/manga-up997972,"Poverty and Partners can always be counted on to make a bad situation worse. When trouble comes to town, Orphen finds himself forced to team up with the worst police officer on the force! Can he keep himself fed while avoiding friendly fire?",Akita Yoshinobu
manga-wh999990,Tribe Nine,/mangaimage/manga-wh999990.jpg,Chapter 3,5.0,/manga/manga-wh999990,"A battle action story based on the original work by ""Too Kyo Games"". The creative team is led by the creator of ""Danganronpa"", Odaka Kazutake!In the year 20xx, Neo Tokyo Country: Young people who despaired and gave up on society formed ""Tribes"" to create a place where they belong. As the war between Tribes intensified, The Neo-Tokyo government took action, and limited the war between the tribes into a sports called ""Extreme Baseball"", commonly known as XB Throwing, hitting and brawling. The young crowd put their pride on the line, and was addicted to the extremity of this game.As time passed--- Shirogane Haru, who was always bullied due to his defeatist temperament. Taiga, who travelled across the sea to become the strongest man alive. They both met up with Kamiya Shun, the strongest XB player and the leader of the Minato Tribe. ""I want to change myself!"" ""I just want to be the strongest man alive""",Kazutaka Kodaka
manga-we1000213,Suikoden,/mangaimage/manga-we1000213.jpg,Vol.3 Chapter 16: The Black Whirlwind - Wanted!,4.2,/manga/manga-we1000213,"Suikoden is the Japanese adaption of the Water Margin or Outlaws of the Marsh, one of the four great Chinese classical novels. The original story tells how a group of 108 outlaws are granted amnesty when they form an army to resist foreign invaders and suppress rebel forces. Winding through the maze of political and social ancient China, their adventure brings them up against the apathy and conservatism of the current government, where very little regard exists for the truly brave.",Yokoyama Mitsuteru
manga-tu958555,Ragnarok: Into The Abyss,/mangaimage/manga-tu958555.jpg,Vol.10 Chapter 103 [End],4.21,/manga/manga-tu958555,"Based loosely on norse mythology, Ragnarök is the term for the ""Twilight of the Gods"" the final destruction of the world. Christian equivalence would be Final Judgment.After 1000 years of peace, the wolf god Fenris Fenrir has been reborn. She seeks to find the reincarnation of Balder, the most beloved God, as the land of Midgard sinks further into anarchy. They are both key players in the coming of Ragnarok, the time when fate and free-will shall come into conflict as the very nature of the universe is forever redefined.The story begins with the reborn wolf god Fenris Fenrir in the form of a warlock. She is searching for the main character Chaos, a swordsman suffering from amnesia and possessing skills of a Dragon Knight who happens to be the incarnation of her love, Baldur. The story follows the journey of Fenris, Chaos, Iris (a cleric who is Chaos' friend), and Loki (one of the top assassins in Midgard), who are pursued by the Valkyries, lead by the war goddess, Freya.",Lee Myung-Jin
